id,name,title,imdb_score,tmdb_score,imdb_votes,tmdb_popularity,nor_imdb_vote,nor_tmdb_popularity,weighted_average_popularity
tm992712,Alejandro De Grazia,From Stress to Happiness,6.3,6.0,208.0,2.581,0.29,0.45,0.37
tm475638,Lucas Margutti,Luccas Neto em: Uma Babá Muito Esquisita,3.0,7.1,36.0,2.143,0.15,0.44,0.3
tm980358,Amanda Raymond,You Are My Home,,7.3,2591.0,4.44,0.48,0.5,0.49
tm483511,Navjot Gulati,Jai Mummy Di,3.7,6.6,946.0,2.23,0.4,0.44,0.42
tm830151,Angga Dwimas Sasongko,One Day We'll Talk About Today,7.4,7.8,1155.0,2.614,0.42,0.46,0.44
tm1026240,,Perfume Imaginary Museum “Time Warp”,6.5,7.0,24.0,1.555,0.12,0.41,0.26
tm885938,Diego Pignataro,Mauricio Meirelles: Generating Chaos,,7.7,2591.0,2.182,0.48,0.44,0.46
tm838007,Alankrita Shrivastava,Dolly Kitty and Those Twinkling Stars,5.5,5.9,7580.0,2.456,0.56,0.45,0.5
tm845552,James D. Stern,Giving Voice,,6.3,2591.0,2.685,0.48,0.46,0.47
tm845552,Fernando Villena,Giving Voice,,6.3,2591.0,2.685,0.48,0.46,0.47
tm873357,,Mariposa,6.9,,725.0,5.862,0.38,0.52,0.45
tm810357,Harold Harris,True: Happy Hearts Day,,7.0,2591.0,2.006,0.48,0.43,0.45
tm1062350,Thomas Gumede,Kedibone,4.5,10.0,174.0,2.368,0.27,0.45,0.36
tm457296,Tom Stern,Kevin Hart's Guide to Black History,5.5,5.4,1347.0,3.248,0.43,0.47,0.45
tm982569,Kristian Mercado,London Hughes: To Catch A D*ck,4.7,6.6,326.0,3.879,0.32,0.49,0.4
tm840208,Christopher Storer,Jeff Garlin: Our Man in Chicago,5.9,6.3,425.0,2.251,0.34,0.44,0.39
tm840236,Fajar Bustomi,Milea,6.1,5.7,564.0,3.228,0.36,0.47,0.42
tm840236,Pidi Baiq,Milea,6.1,5.7,564.0,3.228,0.36,0.47,0.42
tm844978,Luis Ara,Guatemala: Heart of the Mayan World,6.6,5.8,224.0,2.275,0.29,0.44,0.36
tm844978,Ignacio Jaunsolo,Guatemala: Heart of the Mayan World,6.6,5.8,224.0,2.275,0.29,0.44,0.36
tm885364,Manolo Caro,The House of Flowers Presents: The Funeral,,6.9,2591.0,10.517,0.48,0.57,0.52
tm849599,Francisco D'Eufemia,Furtive,5.1,6.5,328.0,1.945,0.32,0.43,0.38
tm981475,Ramon Térmens,Illegal Woman,6.1,6.6,201.0,1.65,0.28,0.42,0.35
tm882700,José Gómez,Not a Game,,3.6,2591.0,3.061,0.48,0.47,0.48
tm850176,David Benioff,Leslie Jones: Time Machine,,5.9,2591.0,1.762,0.48,0.42,0.45
tm850176,D.B. Weiss,Leslie Jones: Time Machine,,5.9,2591.0,1.762,0.48,0.42,0.45
tm945831,,The Magic School Bus Rides Again: The Frizz Connection,,7.7,2591.0,2.052,0.48,0.44,0.46
tm862830,Rethabile Ramaphakela,Seriously Single,4.4,7.0,1266.0,7.403,0.42,0.54,0.48
tm862830,Katleho Ramaphakela,Seriously Single,4.4,7.0,1266.0,7.403,0.42,0.54,0.48
tm971819,,Four Sisters Before the Wedding,6.2,,186.0,5.862,0.28,0.52,0.4
tm915354,Weica Wang,Girl's Revenge,5.7,5.1,204.0,12.91,0.28,0.58,0.43
tm881575,Gustavo Ron,Velvet Colección: Grand Finale,7.2,4.0,8.0,2.102,0.04,0.44,0.24
tm848261,Ravi Babu,Aaviri,3.5,4.0,104.0,0.994,0.23,0.38,0.3
tm454431,Herman Yau,A Home with a View,5.9,6.0,301.0,2.904,0.31,0.46,0.38
tm890479,Sue Ding,The Claudia Kishi Club,,4.7,2591.0,1.135,0.48,0.39,0.44
tm982018,,A Trash Truck Christmas,5.5,6.5,214.0,17.611,0.29,0.61,0.45
tm1015303,,RattleSnake: The Ahanna Story,4.7,,110.0,5.862,0.24,0.52,0.38
tm813231,Bolanle Austen-Peters,The Bling Lagosians,6.4,6.0,94.0,2.214,0.23,0.44,0.34
tm835414,Sharmeen Obaid-Chinoy,Sitara,8.0,7.1,5.0,1.115,0.0,0.39,0.2
tm823459,Camille Shooshani,Léa & I,6.5,5.9,215.0,3.101,0.29,0.47,0.38
tm832463,Vinay Bharadwaj,Mundina Nildana,6.2,6.0,364.0,1.453,0.33,0.41,0.37
tm836449,Mana Yasuda,Tuna Girl,6.1,6.5,148.0,1.508,0.26,0.41,0.34
tm832844,Chris Howe,Mo Gilligan: Momentum,6.3,5.3,439.0,2.839,0.34,0.46,0.4
tm898322,Kayode Kasum,This Lady Called Life,6.7,,65.0,1.709,0.2,0.42,0.31
tm925702,Josiah Ng,Andre and His Olive Tree,6.7,5.0,207.0,1.519,0.29,0.41,0.35
tm887376,Stanley Moore,Go! Go! Cory Carson: The Chrissy,,6.0,2591.0,4.428,0.48,0.5,0.49
tm887376,Alex Woo,Go! Go! Cory Carson: The Chrissy,,6.0,2591.0,4.428,0.48,0.5,0.49
tm472999,Vijay Kumar Arora,Guddiyan Patole,7.0,9.3,740.0,2.072,0.38,0.44,0.41
tm859424,Firas Khoury,Maradona's Legs,,8.5,2591.0,1.25,0.48,0.4,0.44
tm863879,Hardik Mehta,Kaamyaab,,6.8,2591.0,3.602,0.48,0.48,0.48
tm925186,Maradona Dias Dos Santos,Santana,3.8,5.6,984.0,7.095,0.41,0.54,0.48
tm925186,Chris Roland,Santana,3.8,5.6,984.0,7.095,0.41,0.54,0.48
tm852728,Rako Prijanto,Hunter in the Blue Side of Manchester,5.7,,46.0,1.488,0.17,0.41,0.29
tm846630,Archie Hekagery,Tarung Sarung,5.9,7.4,196.0,3.165,0.28,0.47,0.38
tm918959,Stanley Moore,A Go! Go! Cory Carson Summer Camp,,2.7,2591.0,2.143,0.48,0.44,0.46
tm918959,Alex Woo,A Go! Go! Cory Carson Summer Camp,,2.7,2591.0,2.143,0.48,0.44,0.46
tm881973,Todd Kauffman,True: Wuzzle Wegg Day,,,2591.0,1.197,0.48,0.39,0.44
tm881973,Mark Thornton,True: Wuzzle Wegg Day,,,2591.0,1.197,0.48,0.39,0.44
tm813929,Tade Ogidan,Gold Statue,6.2,4.0,52.0,1.306,0.18,0.4,0.29
tm475815,Abhishek Sharma,The Zoya Factor,4.3,5.8,2451.0,3.737,0.48,0.48,0.48
tm683841,Cathy Garcia-Molina,"Hello, Love, Goodbye",7.3,6.1,1050.0,9.819,0.41,0.56,0.48
tm468824,,Super Monsters Furever Friends,5.7,6.2,70.0,22.32,0.2,0.63,0.42
tm474647,Yuki Yamato,Hot Gimmick: Girl Meets Boy,4.4,6.1,454.0,4.889,0.35,0.51,0.43
tm854786,Sooni Taraporevala,Yeh Ballet,7.5,7.7,1335.0,5.098,0.43,0.51,0.47
tm973704,V. Vignarajan,Andhaghaaram,7.6,7.7,3746.0,2.54,0.51,0.45,0.48
tm467735,Fernando Ayllón,Liss Pereira: Reteniendo Liquidos,6.4,7.1,94.0,1.161,0.23,0.39,0.31
tm1036794,Adriano Rudiman,Wave of Cinema: Filosofi Kopi,,,2591.0,0.908,0.48,0.37,0.42
tm676905,,Hire a Woman,7.1,,32.0,5.862,0.14,0.52,0.33
tm844201,,Super Monsters Save Christmas,4.8,6.0,57.0,2.865,0.19,0.46,0.32
tm833361,,True: Tricky Treat Day,,7.0,2591.0,2.308,0.48,0.45,0.46
tm437379,Lindsey Cordero,I'm Leaving Now,6.6,6.0,111.0,1.517,0.24,0.41,0.32
tm437379,Armando Croda,I'm Leaving Now,6.6,6.0,111.0,1.517,0.24,0.41,0.32
tm847805,Anurag Basu,Ludo,7.6,7.5,37528.0,10.329,0.68,0.57,0.62
tm814652,Raj Rachakonda,Mallesham,8.3,7.6,1045.0,1.915,0.41,0.43,0.42
tm920599,,Super Monsters: The New Class,,6.5,2591.0,2.7,0.48,0.46,0.47
tm813938,Kevin Bray,Mike Epps: Only One Mike,4.7,6.6,306.0,2.06,0.32,0.44,0.38
tm461532,Şenol Sönmez,Kill Me If You Dare,4.4,4.2,1764.0,3.102,0.45,0.47,0.46
tm820338,Wang Ding-Lin,The 9th Precinct,5.6,6.1,535.0,14.932,0.36,0.6,0.48
tm844236,,True: Winter Wishes,,6.4,2591.0,3.056,0.48,0.47,0.48
tm822502,Diego Pignataro,Whindersson Nunes: Adulto,7.0,8.0,362.0,4.076,0.33,0.49,0.41
tm989205,Ramiro Martinez,Ratones Paranoicos: The Band That Rocked Argentina,,,2591.0,1.237,0.48,0.4,0.44
tm839761,Jun Robles Lana,"Kalel, 15",7.2,9.3,276.0,2.69,0.31,0.46,0.38
tm468651,Jayan Moodley,Kandasamys: The Wedding,6.0,8.4,232.0,2.263,0.29,0.44,0.36
tm834121,Otilia Portillo Padua,Birders,,6.8,2591.0,2.791,0.48,0.46,0.47
tm474618,Trisha Ziff,A Tale of Two Kitchens,6.5,6.6,145.0,2.511,0.26,0.45,0.36
tm474496,Andres Feddersen,Mujeres arriba,3.8,7.5,471.0,5.945,0.35,0.52,0.44
tm677904,Kathryn Fasegha,2 Weeks in Lagos,6.5,,36.0,1.223,0.15,0.39,0.27
tm476708,Tuğçe Soysop,Kids on the Block,5.6,5.0,361.0,2.383,0.33,0.45,0.39
tm822210,,Eggnoid: Love & Time Portal,6.1,,86.0,5.862,0.22,0.52,0.37
tm949905,,Asura Guru,3.2,,322.0,5.862,0.32,0.52,0.42
tm477403,Rai Yuvraj Bains,Kaake Da Viyah,5.1,6.0,74.0,0.999,0.21,0.38,0.3
tm935941,Gary Andrews,Horrid Henry's Gross Day Out,5.9,1.0,47.0,2.448,0.17,0.45,0.31
tm863514,Shashanka Ghosh,House Arrest,5.5,6.4,1655.0,3.176,0.45,0.47,0.46
tm863514,Samit Basu,House Arrest,5.5,6.4,1655.0,3.176,0.45,0.47,0.46
tm922943,Anna Stone,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,6.0,,6.0,0.67,0.01,0.35,0.18
tm439365,Pia Sukanya,Bombairiya,4.5,7.5,423.0,2.423,0.34,0.45,0.4
tm927926,Javier Colinas,Dad Wanted,5.7,7.6,1075.0,8.354,0.41,0.55,0.48
tm944561,Akshay Shankar,Rooting for Roona,,7.4,2591.0,4.306,0.48,0.5,0.49
tm944561,Pavitra Chalam,Rooting for Roona,,7.4,2591.0,4.306,0.48,0.5,0.49
tm818499,Glen Goei,Revenge of the Pontianak,5.3,5.2,273.0,4.274,0.31,0.5,0.4
tm818499,Gavin Yap,Revenge of the Pontianak,5.3,5.2,273.0,4.274,0.31,0.5,0.4
tm476922,,Wanted - Matloubin,4.5,,615.0,5.862,0.37,0.52,0.44
tm822272,Andibachtiar Yusuf,Love for Sale 2,7.0,7.1,558.0,2.626,0.36,0.46,0.41
tm466854,Vijay Kumar,Uriyadi 2,7.1,6.9,888.0,2.803,0.4,0.46,0.43
tm940835,Arpan Sarkar,Chhota Bheem Ka Roosi Romanch,,,2591.0,0.619,0.48,0.34,0.41
tm940835,Shyamal Chaulia,Chhota Bheem Ka Roosi Romanch,,,2591.0,0.619,0.48,0.34,0.41
tm845594,Athiyan Athirai,Irandam Ulagaporin Kadaisi Gundu,7.2,6.2,970.0,1.87,0.4,0.43,0.42
tm1088545,Moses Inwang,Unroyal,,,2591.0,0.981,0.48,0.38,0.43
tm530822,Elsa Flores Almaraz,Carlos Almaraz: Playing with Fire,7.5,7.0,62.0,0.896,0.19,0.37,0.28
tm530822,Richard Montoya,Carlos Almaraz: Playing with Fire,7.5,7.0,62.0,0.896,0.19,0.37,0.28
tm463217,Aijaz Khan,Hamid,7.7,7.0,1211.0,1.578,0.42,0.42,0.42
tm467116,Kristine Samuelson,Life Overtakes Me,5.0,6.4,45.0,8.087,0.17,0.55,0.36
tm467116,John Haptas,Life Overtakes Me,5.0,6.4,45.0,8.087,0.17,0.55,0.36
tm879556,Milton Horowitz,David A. Arnold Fat Ballerina,7.3,4.7,75.0,1.859,0.21,0.43,0.32
tm838022,Udai Singh Pawar,Upstarts,6.7,7.1,869.0,1.86,0.4,0.43,0.42
tm468811,Raju Saravanan,Mehandi Circus,7.3,6.1,557.0,2.967,0.36,0.47,0.42
tm812593,Fernando Ayllón,Feo pero Sabroso,4.3,6.9,173.0,8.017,0.27,0.55,0.41
tm814953,Hanung Bramantyo,This Earth of Mankind,6.8,7.3,747.0,2.346,0.38,0.45,0.42
tm853091,Mostafa Abou Seif,The American Game,,5.0,2591.0,1.773,0.48,0.42,0.45
tm467955,Francesco Imperato,Francesco De Carlo: Cose di Questo Mondo,6.3,6.8,111.0,2.359,0.24,0.45,0.34
tm846354,Rako Prijanto,#FriendButMarried 2,6.9,7.5,311.0,2.063,0.32,0.44,0.38
tm953122,Chanda Bell,Elf Pets: Santa's Reindeer Rescue,,5.0,2591.0,1.028,0.48,0.38,0.43
tm373655,Rajiv Menon,Sarvam Thaala Mayam,7.6,7.2,1231.0,2.903,0.42,0.46,0.44
tm896976,,True: Rainbow Rescue,,10.0,2591.0,2.41,0.48,0.45,0.46
tm981956,,Spirit Riding Free: Ride Along Adventure,6.1,8.7,61.0,1.52,0.19,0.41,0.3
tm842869,Thierry Gautier,Fadily Camara: La plus drôle de tes copines,5.7,6.3,50.0,2.2,0.18,0.44,0.31
tm842869,Sylvain LEDUC,Fadily Camara: La plus drôle de tes copines,5.7,6.3,50.0,2.2,0.18,0.44,0.31
tm918894,Frank Nataf,Anelka: Misunderstood,6.4,6.5,3174.0,7.071,0.5,0.54,0.52
tm823848,Muhammad Ali,Mohamed Hussein,,7.2,2591.0,1.906,0.48,0.43,0.45
tm831125,Yoruba Richen,American Factory: A Conversation with the Obamas,,5.5,2591.0,2.344,0.48,0.45,0.46
tm843222,Mana Yasuda,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,,6.0,2591.0,0.72,0.48,0.35,0.42
tm675214,Kunle Afolayan,Mokalik (Mechanic),6.2,5.3,151.0,1.325,0.26,0.4,0.33
tm852775,,Amit Tandon: Family Tandoncies,7.1,6.7,255.0,1.388,0.3,0.41,0.36
tm822167,Jun Robles Lana,The Panti Sisters,5.5,4.6,272.0,3.741,0.31,0.48,0.4
tm461427,Swapnaneel Jayakar,15 August,5.7,7.0,273.0,2.559,0.31,0.45,0.38
tm464212,Alex Dell,Antoine Griezmann: The Making of a Legend,6.5,7.1,1157.0,5.362,0.42,0.51,0.46
tm1041549,Samuel Olatunji,Dear Affy,5.2,,5.0,0.939,0.0,0.37,0.18
tm471802,Mangesh Kanthale,Sur Sapata,7.3,8.5,45.0,1.295,0.17,0.4,0.29
tm837802,Lucas Margutti,Luccas Neto in: Children's Day,2.5,8.5,12.0,2.23,0.07,0.44,0.26
tm849871,Fernando Ayllón,Death Can Wait,4.6,6.2,105.0,4.115,0.23,0.49,0.36
tm825934,,Super Monsters Back to School,6.2,6.3,29.0,2.472,0.13,0.45,0.29
tm866495,Lasja Fauzia Susatyo,Love Like the Falling Rain,4.7,6.2,205.0,3.639,0.28,0.48,0.38
tm813423,Susan Youssef,Marjoun and the Flying Headscarf,6.8,,42.0,1.61,0.16,0.42,0.29
tm922407,Jeo Baby,Kilometers and Kilometers,6.3,5.6,1592.0,2.453,0.44,0.45,0.44
tm461726,Bassam Tariq,Ghosts of Sugar Land,,5.8,2591.0,3.349,0.48,0.48,0.48
tm843345,Byeon Hee-sun,Pinkfong & Baby Shark's Space Adventure,5.1,4.0,74.0,3.193,0.21,0.47,0.34
tm901961,Yannick Leif,One Take,5.9,,52.0,0.6,0.18,0.34,0.26
tm483103,,Ali & Alia,5.0,,33.0,0.604,0.14,0.34,0.24
tm898285,Sterlin Harjo,Love and Fury,6.6,,28.0,0.865,0.13,0.37,0.25
tm924556,Shamzu Zayba,Maniyarayile Ashokan,4.7,3.6,1261.0,2.534,0.42,0.45,0.44
tm976168,William Jackson,Gone,7.4,,19.0,0.6,0.1,0.34,0.22
tm1073424,Suhas Kadav,Motu Patlu the Superheroes – Super Villains from Mars,,10.0,2591.0,0.89,0.48,0.37,0.42
tm451269,Percival M. Intalan,Born Beautiful,5.4,5.7,119.0,2.213,0.24,0.44,0.34
tm840152,Susan Youssef,Amsterdam to Anatolia,,6.0,2591.0,1.017,0.48,0.38,0.43
tm1080109,Kayode Kasum,Quam's Money,,4.0,2591.0,1.91,0.48,0.43,0.45
tm813075,Josh Aronson,To Be of Service,7.3,5.7,99.0,1.499,0.23,0.41,0.32
tm893510,Fiona Woodman,What are the Odds?,5.2,6.0,840.0,1.097,0.39,0.39,0.39
tm475254,Tanvir Ahsan,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Saleh Sobhan Auneem,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Mir Mokarram Hossain,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Golam Kibria,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Abdullah Al Noor,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Robiul Alam Robi,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Krishnendu Chattopadhyay,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Nuhash Humayun,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Mahmudul Islam,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Rahat Rahman,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm475254,Syed Ahmed Shawki,"Sincerely Yours, Dhaka",6.9,8.0,673.0,1.277,0.38,0.4,0.39
tm976797,,Fukrey Boyzzz: Space Mein Fukrapanti,7.8,,14.0,1.215,0.08,0.39,0.24
tm873354,,Si Doel the Movie 3,6.5,,132.0,5.862,0.25,0.52,0.38
tm938186,,Zulu Man in Japan,,,2591.0,0.623,0.48,0.34,0.41
tm852060,Juani Libonatti,Grego Rossello: Disculpe las molestias,4.5,,25.0,1.703,0.12,0.42,0.27
tm942492,,Super Monsters: Dia de los Monsters,,7.6,2591.0,3.052,0.48,0.47,0.48
tm888850,Shunsuke Kariyama,"Blue, Painful, and Brittle",,6.0,2591.0,3.108,0.48,0.47,0.48
tm882222,Hany Alshaibany,Kalek Shanab,,,2591.0,1.399,0.48,0.41,0.44
tm907872,Sơn Tùng M-TP,Sky Tour: The Movie,5.5,,1041.0,2.554,0.41,0.45,0.43
tm474721,,Saverio Raimondo: Il Satiro Parlante,5.7,5.9,54.0,1.235,0.18,0.4,0.29
tm824855,Eduardo Roy Jr.,Lola Igna,7.2,8.0,188.0,2.141,0.28,0.44,0.36
tm849565,M. Irfan Ramli,Generasi 90an: Melankolia,,7.0,2591.0,3.285,0.48,0.47,0.48
tm851862,Carlos Morett,Mutiny of the Worker Bees,4.1,7.2,478.0,6.093,0.35,0.52,0.44
tm944307,Selçuk Metin,I'm Glad I Did,8.4,9.1,1416.0,1.424,0.43,0.41,0.42
tm510525,,RK Nagar,5.1,4.0,137.0,1.69,0.25,0.42,0.34
tm835958,Jean-François Blais,"Martin Matte: La vie, la mort... eh la la..!",6.5,7.5,103.0,1.513,0.23,0.41,0.32
tm852207,Mahdi Fleifel,3 Logical Exits,,,2591.0,1.447,0.48,0.41,0.44
tm883070,Jon Rudberg,David Batra: Elephant in The Room,5.9,8.0,197.0,2.333,0.28,0.45,0.36
tm883070,David Batra,David Batra: Elephant in The Room,5.9,8.0,197.0,2.333,0.28,0.45,0.36
tm855232,Lucas Margutti,Luccas Neto in: The End of Christmas,,7.8,2591.0,1.603,0.48,0.42,0.45
tm679270,Basava Shankar,Evvarikee Cheppoddu,7.2,7.0,412.0,1.938,0.34,0.43,0.38
tm837042,,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",,7.0,2591.0,1.515,0.48,0.41,0.44
tm435295,Ertanto Robby Soediskam,Ave Maryam,6.9,6.1,489.0,2.006,0.35,0.43,0.39
tm678035,Ahmed Zain,Uncle Naji in UAE,5.0,10.0,60.0,1.272,0.19,0.4,0.3
tm958984,,Voiceless,6.7,,32.0,0.6,0.14,0.34,0.24
tm507191,Muh Chen,Mayday Life,6.7,8.0,129.0,16.787,0.25,0.61,0.43
tm836501,,Super Monsters: Vida's First Halloween,5.9,5.0,37.0,2.494,0.15,0.45,0.3
tm977772,Victor Gatonye,40 Sticks,5.7,6.0,103.0,0.84,0.23,0.36,0.3
tm430120,Federico Veiroj,Belmonte,6.1,5.5,382.0,2.003,0.33,0.43,0.38
tm981770,Juan Camilo Pinzón,An Unremarkable Christmas,3.2,6.5,141.0,3.963,0.26,0.49,0.38
tm878495,Kayode Kasum,Kambili: The Whole 30 Yards,6.8,,43.0,2.103,0.17,0.44,0.3
tm1000166,Saron Sakina,Wave of Cinema: Surat Dari Timur,,,2591.0,0.66,0.48,0.35,0.42
tm929614,Florent Bodin,GIMS: On the Record,6.8,7.3,209.0,4.812,0.29,0.5,0.4
tm474405,Jason Paul Laxamana,Between Maybes,6.2,4.0,173.0,1.939,0.27,0.43,0.35
tm454338,Antoinette Jadaone,Alone/Together,6.6,6.8,466.0,1.6,0.35,0.42,0.38
tm941493,,StarBeam: Halloween Hero,,8.0,2591.0,2.429,0.48,0.45,0.46
tm885948,Neville Shah,"Yours Sincerely, Kanan Gill",7.1,6.1,969.0,2.638,0.4,0.46,0.43
tm1068745,Femi D. Ogunsanwo,Finding Hubby,,3.0,2591.0,1.597,0.48,0.42,0.45
tm912399,Stéphane de Freitas,We Are One,4.7,5.8,93.0,3.168,0.22,0.47,0.34
tm834608,Leticia Jorge,Alelí,6.3,6.3,377.0,10.225,0.33,0.57,0.45
tm925490,Takeshi Fukunaga,Ainu Mosir,6.6,7.0,236.0,1.177,0.3,0.39,0.34
tm476496,Mahesh Manjrekar,Bhai - Vyakti Ki Valli 2,7.6,8.0,203.0,1.015,0.28,0.38,0.33
tm947446,Marla Ancheta,Finding Agnes,5.0,5.5,158.0,1.801,0.26,0.43,0.34
tm456894,Marek Losey,Free Rein: Valentine's Day,,7.5,2591.0,9.313,0.48,0.56,0.52
tm812783,Marcos Bucay,Daniel Sosa: Maleducado,6.1,6.5,75.0,4.044,0.21,0.49,0.35
tm976519,Monica Floyd,The App That Stole Christmas,3.7,4.5,734.0,2.678,0.38,0.46,0.42
tm1005937,Seyi Babatope,Sanitation Day,3.3,,18.0,0.994,0.1,0.38,0.24
tm860204,Victor Vũ,Dreamy Eyes,,6.9,2591.0,4.549,0.48,0.5,0.49
tm833555,Kim Joo-hyung,Park Na-rae: Glamour Warning,,5.8,2591.0,1.383,0.48,0.4,0.44
tm822271,Sammaria Simanjuntak,Crazy Awesome Teachers,6.1,5.3,452.0,4.187,0.35,0.49,0.42
tm826983,Rae Red,The Girl and the Gun,,6.1,2591.0,1.708,0.48,0.42,0.45
tm980439,Darragh O’Connell,Chico Bon Bon and the Very Berry Holiday,5.7,5.8,39.0,11.049,0.16,0.57,0.36
tm1073298,Tolulope Itegboje,Awon Boyz,,,2591.0,0.65,0.48,0.34,0.41
tm1113921,,In Vitro,7.7,,2591.0,5.862,0.48,0.52,0.5
tm902363,Pablo Aulita,El límite infinito,,1.0,2591.0,1.28,0.48,0.4,0.44
tm816983,Hamad AlSarraf,In Paradox,5.0,4.0,147.0,1.234,0.26,0.4,0.33
tm461907,Srivinay Salian,Rakkhosh,4.8,6.1,184.0,3.565,0.28,0.48,0.38
tm461907,Abhijit Kokate,Rakkhosh,4.8,6.1,184.0,3.565,0.28,0.48,0.38
tm456271,Soudade Kaadan,Aziza,,5.5,2591.0,1.017,0.48,0.38,0.43
tm1030742,Marwan Nabil,One Like It,,3.5,2591.0,0.961,0.48,0.38,0.43
tm983849,Vir Das,Vir Das: Outside in - The Lockdown Special,6.4,6.8,269.0,3.077,0.31,0.47,0.39
tm979073,Jastis Arimba,100% Halal,,,2591.0,1.603,0.48,0.42,0.45
tm1031016,Nadine Ibrahim,Marked,,,2591.0,0.611,0.48,0.34,0.41
tm918704,Florian Schott,Baxu and the Giants,,,2591.0,0.665,0.48,0.35,0.42
tm470687,Fernando Ayllón,Loving is Losing,,4.8,2591.0,0.759,0.48,0.36,0.42
tm1114639,Suhas Kadav,Motu Patlu in the Game of Zones,,10.0,2591.0,1.307,0.48,0.4,0.44
tm854261,Ezel Akay,Leyla Everlasting,3.7,3.8,7499.0,2.482,0.56,0.45,0.5
tm464284,Daniel Chan Yee-Heng,We Are Legends,5.2,5.0,195.0,1.663,0.28,0.42,0.35
tm460149,Upi Avianto,My Stupid Boss 2,6.6,5.9,457.0,1.706,0.35,0.42,0.38
tm878492,Kayode Kasum,Fate of Alakada,6.9,10.0,55.0,1.307,0.18,0.4,0.29
tm815438,Mahmoud Karim,Sab el-Burumbah,5.6,5.6,506.0,3.134,0.35,0.47,0.41
tm472231,Rano Karno,Si Doel the Movie 2,6.8,7.3,183.0,1.332,0.28,0.4,0.34
tm472961,Nadia Hallgren,After Maria,,5.5,2591.0,1.997,0.48,0.43,0.45
tm902993,,Mama Drama,6.3,,8.0,5.862,0.04,0.52,0.28
tm1080554,,Rudra: Secret of the Black Moon,,,2591.0,0.6,0.48,0.34,0.41
tm462809,Farishad Latjuba,The Wedding Shaman,7.1,6.5,161.0,3.818,0.27,0.49,0.38
tm916008,,PNL - Dans la légende tour,,6.2,2591.0,2.174,0.48,0.44,0.46
tm843408,,She Is,5.8,,6.0,1.103,0.01,0.39,0.2
tm836077,,Holy Expectations,5.2,6.5,26.0,2.294,0.13,0.45,0.29
tm811954,Karthik Venugopalan,Nenjamundu Nermaiyundu Odu Raja,6.1,5.5,376.0,0.982,0.33,0.38,0.36
tm856372,Faris Godus,The Book of Sun,,8.1,2591.0,3.075,0.48,0.47,0.48
tm842976,Mauro Scandolari,Go! The Unforgettable Party,5.1,7.6,144.0,12.439,0.26,0.58,0.42
tm426634,K. Rajagopal,The Day I Lost My Shadow,6.1,6.0,244.0,0.796,0.3,0.36,0.33
tm452578,Marcus Raboy,Miranda Sings Live... Your Welcome,5.4,5.7,424.0,3.222,0.34,0.47,0.4
tm1028068,Adriano Rudiman,Wave of Cinema: Generasi 90an,,,2591.0,0.619,0.48,0.34,0.41
tm921230,Angga Dwimas Sasongko,Story of Kale: When Someone's in Love,6.4,7.0,279.0,2.048,0.31,0.44,0.38
tm450129,Jaime P. Habac Jr.,Sakaling Maging Tayo,7.0,8.0,76.0,1.506,0.21,0.41,0.31
tm810873,Shanavas K Bavakkutty,Thottappan,6.9,6.0,373.0,1.86,0.33,0.43,0.38
tm824566,Lina Al Abed,Ibrahim: A Fate to Define,7.4,,31.0,1.121,0.14,0.39,0.26
tm981675,Jenn Rogan,Super Monsters: Santa's Super Monster Helpers,4.5,7.7,25.0,1.97,0.12,0.43,0.28
tm460199,Pankaj Batra,High End Yaariyaan,5.4,7.5,1525.0,2.169,0.44,0.44,0.44
tm463814,Francesco Imperato,Edoardo Ferrario: Temi Caldi,6.5,6.9,134.0,3.299,0.25,0.47,0.36
tm1080445,Joe Russo,The Gray Man,6.6,6.851,46071.0,510.268,0.7,0.88,0.79
tm1080445,Anthony Russo,The Gray Man,6.6,6.851,46071.0,510.268,0.7,0.88,0.79
tm463762,S. S. Rajamouli,RRR,8.0,7.8,87515.0,53.526,0.75,0.7,0.72
tm305129,Garth Jennings,Sing 2,7.4,8.052,58423.0,545.619,0.72,0.89,0.8
tm852360,Patrick Hughes,The Man from Toronto,5.8,6.449,31497.0,1439.906,0.67,0.96,0.82
