name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Joseduardo Giordano,['tm416458'],1,0.5953866146848603,1.1314021114911006,0.5953866146848603,1.1314021114911006,1
Peter Webber,['tm409376'],1,0.4828460038986355,2.341805806147327,0.4828460038986355,2.341805806147327,1
Syamsul Yusof,['tm430660'],1,0.5205977907732294,1.589235205116581,0.5205977907732294,1.589235205116581,1
Jacob Joice,['tm447263'],1,0.5560103963612736,1.1631508098056809,0.5560103963612736,1.1631508098056809,1
Shreyas Talpade,['tm347060'],1,0.4986354775828461,1.5260563034950492,0.4986354775828461,1.5260563034950492,1
Floyd Russ,"['tm374656', 'tm1082314']",2,1.3369070825211176,4.211386582653765,0.6684535412605588,2.1056932913268827,1
Álvaro Longoria,['tm434179'],1,0.6235217673814165,1.840549633397487,0.6235217673814165,1.840549633397487,1
John Hoffman,['tm443073'],1,0.5875893437296946,1.029619417181158,0.5875893437296946,1.029619417181158,1
Nanfu Wang,['tm443073'],1,0.5875893437296946,1.029619417181158,0.5875893437296946,1.029619417181158,1
Choi Jin-sung,"['tm351505', 'tm1198388']",2,1.3706302794022092,6.191421351446857,0.6853151397011046,3.0957106757234283,0
Mariana Tschudi,['tm423315'],1,0.571799870045484,0.7419373447293773,0.571799870045484,0.7419373447293773,1
Edwin,"['tm423593', 'tm350945', 'tm881587']",3,2.1450292397660817,4.221637787879477,0.7150097465886939,1.4072125959598256,1
Anik Dutta,['tm332572'],1,0.5541910331384016,1.0647107369924282,0.5541910331384016,1.0647107369924282,1
Gaurav Bavdankar,['tm411508'],1,0.3567251461988304,0.7884573603642702,0.3567251461988304,0.7884573603642702,1
Andy Caballero,['tm439678'],1,0.4563352826510721,1.8718021769015916,0.4563352826510721,1.8718021769015916,1
Diego Corsini,['tm439678'],1,0.4563352826510721,1.8718021769015916,0.4563352826510721,1.8718021769015916,1
Mohamed Ali,['tm311193'],1,0.60682261208577,0.9932517730102832,0.60682261208577,0.9932517730102832,1
Karim El Sobky,['tm430426'],1,0.4799220272904483,1.0986122886681098,0.4799220272904483,1.0986122886681098,1
Ulises Valencia,"['tm418894', 'tm469025']",2,1.5465237166991552,5.414499120837446,0.7732618583495776,2.707249560418723,0
Barry Gonzalez,"['tm446104', 'tm1121084', 'tm985215']",3,1.4900584795321636,3.163954905968444,0.4966861598440545,1.0546516353228146,1
Raya Martin,['tm352951'],1,0.6209876543209877,0.8754687373538999,0.6209876543209877,0.8754687373538999,1
Manoj Beedha,['tm374395'],1,0.5102664067576348,0.8754687373538999,0.5102664067576348,0.8754687373538999,1
Rodrigo Triana,"['tm376844', 'tm1144693']",2,0.8512670565302145,7.691693351823719,0.4256335282651072,3.84584667591186,0
Kabir Bhatia,['tm426238'],1,0.6051981806367772,1.1631508098056809,0.6051981806367772,1.1631508098056809,1
Shanker Raman,['tm345225'],1,0.5454840805717999,1.3862943611198906,0.5454840805717999,1.3862943611198906,1
Rako Prijanto,"['tm371188', 'tm852728', 'tm846354']",3,1.9460688758934368,2.88060196630036,0.6486896252978124,0.9602006554334532,1
Dani de la Torre,"['tm429174', 'tm1018747']",2,1.2779077322936971,5.367470225236353,0.6389538661468486,2.6837351126181765,0
Bedran Güzel,"['tm351171', 'tm442805']",2,1.1125406107862248,3.518980417318539,0.5562703053931124,1.7594902086592694,1
Stan Lathan,"['tm434776', 'tm827142', 'tm1108321', 'tm1174856']",4,2.8132553606237813,7.066182970768586,0.7033138401559453,1.7665457426921465,2
